   ,roll_thick,roll_width,corect_length,len_crop,MAX(ROLL_AIM_LEN-COMBINE_PLATE
1888,190,2200,7649,0,0
1889,80,2200,9159,470,470
1890,35,2200,23006,1100,1100
1891,55,2200,20496,960,960
1892,80,2200,11273,540,540
1893,70,2400,18494,900,900
1894,80,2600,8724,400,400
1895,100,2500,11445,540,540
1896,80,2200,11700,530,530
1897,55,2700,11000,420,420
1898,45,2580,21470,1050,1050
1899,180,2400,7150,0,0
1900,140,2400,7397,270,270
1901,40,2450,19032,920,920
1902,115,2200,8350,350,350
1903,100,2200,11273,540,540
1904,40,2200,21500,1050,1050
1905,80,2000,12000,540,540
1906,290,2200,3950,0,0
1907,25,2200,23000,1080,1080
1908,330,2200,3496,170,170
1909,30,2000,25764,1120,1120
1910,30,2200,25800,1120,1120
1911,290,2000,4264,0,0
1912,35,2200,26841,1220,1220
1913,28,2200,28600,1350,1350
1914,70,2200,11600,540,540
1915,35,2200,25800,1120,1120
1916,180,2000,5496,0,0
1917,80,3180,6750,490,490
1918,50,2030,23010,1100,1100
1919,230,2200,5800,230,230
1920,40,2550,18600,900,900
1921,150,2200,6350,250,250
1922,120,2200,10615,500,500
1923,180,2200,6300,0,0
1924,30,2660,26490,1280,1280
1925,130,2200,7371,350,350
1926,50,3700,15200,800,800
1927,70,2400,17608,800,800
1928,45,2200,28800,1100,1100
1929,140,2200,6844,250,250
1930,280,2180,4037,200,200
1931,160,2220,4220,200,200
1932,210,2200,5200,0,0
1933,80,2200,16908,800,800
1934,200,2600,6300,250,250
1935,70,2500,10781,500,500
1936,45,2200,22084,1050,1050
1937,100,2600,9578,470,470
1938,195,2200,5781,0,0
1939,50,2500,25050,1120,1120
1940,60,2400,19456,920,920
1941,80,2200,11625,540,540
1942,55,2200,20600,960,960
1943,60,2500,11800,540,540
1944,80,2500,10043,500,500
1945,110,2200,11600,540,540
1946,510,2200,3000,0,0
1947,110,2200,11596,540,540
1948,60,2670,8010,340,340
1949,100,2350,10900,500,500
1950,55,2200,11036,540,540
1951,170,2200,8400,400,400
1952,55,2200,10248,500,500
1953,90,2200,11650,540,540
1954,60,3200,10454,700,700
1955,680,2000,3000,0,0
1956,210,2000,6100,0,0
1957,220,2000,5900,0,0
1958,80,2200,9105,470,470
1959,95,2500,8200,400,400
